id,time,lat,lon,depth,mag,place
271,2015-04-13T03:49:04.090Z,39.133,24.4895,10,4.2,26km NNW of Skyros - Greece
272,2015-04-12T00:05:32.000Z,43.761,18.569,3.6,4.1,5km S of Koran - Bosnia and Herzegovina
273,2015-04-08T13:33:35.530Z,35.385,27.7199,38.03,4.4,47km ESE of Karpathos - Greece
274,2015-04-07T02:39:41.400Z,38.14,20.4,12,4.2,7km SSW of Lixourion - Greece
275,2015-04-06T16:42:31.550Z,35.2997,27.5841,16.53,4.5,40km SE of Karpathos - Greece
276,2015-04-04T04:38:20.000Z,38.315,20.525,11.2,4.6,12km WNW of Sami - Greece
277,2015-04-02T18:37:51.000Z,40.9173,22.2057,0.9,4.1,6km N of Mandalon - Greece
278,2015-04-02T02:27:07.100Z,42.19,26.32,5,4,11km N of Topolovgrad - Bulgaria
279,2015-04-01T10:42:17.600Z,38.3205,20.4647,14.8,4,13km NNE of Lixourion - Greece
280,2015-04-01T07:33:54.930Z,44.2786,16.3272,24.76,4.1,11km NNW of Bosansko Grahovo - Bosnia and Herzegovina
281,2015-03-31T15:48:41.430Z,38.3465,20.3897,13.11,4.7,16km NNW of Lixourion - Greece
282,2015-03-29T00:44:58.080Z,45.6231,26.4579,141.6,4.5,15km NNE of Gura Teghii - Romania
283,2015-03-28T13:26:20.290Z,36.63,27.2153,124.8,4.2,18km SSE of Kardamaina - Greece
284,2015-03-27T23:34:54.300Z,35.7086,26.6225,66.96,5.2,58km WNW of Karpathos - Greece
285,2015-03-27T01:42:41.130Z,37.956,27.219,5.4,4.2,11km NNW of Kusadasi - Turkey
286,2015-03-26T12:00:42.650Z,39.3357,24.7824,13.2,4.4,51km NNE of Skyros - Greece
287,2015-03-24T17:04:58.100Z,35.6782,5.6816,21.06,4.2,3km E of Ras el Aioun - Algeria
288,2015-03-21T22:55:57.670Z,35.6766,5.679,10,4.8,3km E of Ras el Aioun - Algeria
289,2015-03-18T23:31:03.240Z,35.6037,5.6919,10,4.2,8km SSE of Ras el Aioun - Algeria
290,2015-03-17T21:14:11.870Z,35.7244,5.6524,10,4.4,5km N of Ras el Aioun - Algeria
291,2015-03-17T15:57:15.230Z,36.0433,0.4238,13.67,4.2,32km ENE of Mostaganem - Algeria
292,2015-03-17T10:11:20.700Z,36.36,26.564,119.2,4.4,28km SE of Astypalaia - Greece
293,2015-03-16T22:50:18.580Z,35.7532,5.6736,10,4,9km NNE of Ras el Aioun - Algeria
294,2015-03-16T15:49:49.050Z,45.6587,26.4354,115.7,4.4,17km SE of Comandau - Romania
295,2015-03-16T11:18:35.620Z,37.3938,20.1471,15.88,4.4,70km WSW of Mouzaki - Greece
296,2015-03-15T11:22:13.910Z,35.7149,5.7067,10,4.6,7km NE of Ras el Aioun - Algeria
297,2015-03-14T02:55:13.120Z,34.4119,26.5368,27.98,4.2,87km SE of Makry Gialos - Greece
298,2015-03-13T13:33:08.390Z,36.4298,23.2178,16.7,4.4,32km SSE of Gefyra - Greece
299,2015-03-12T20:24:09.460Z,35.4509,27.8171,10.02,4,55km E of Karpathos - Greece
300,2015-03-12T00:39:21.500Z,35.48,27.82,8,4.4,55km E of Karpathos - Greece
301,2015-03-08T20:47:27.370Z,44.1261,19.9357,9.02,4.4,16km S of Valjevo - Serbia
302,2015-03-08T16:40:36.520Z,35.3618,27.4232,27.45,4.1,24km SE of Karpathos - Greece
303,2015-03-08T06:02:23.460Z,37.8906,-15.3369,10,4.4,Azores-Cape St. Vincent Ridge
304,2015-03-06T04:01:49.340Z,34.896,-2.8022,5,4.3,8km SW of Zaio - Morocco
305,2015-03-04T00:00:04.350Z,43.604,11.175,9.2,4,4km N of Tavarnelle Val di Pesa - Italy
306,2015-02-28T08:24:25.300Z,43.57,18.43,5,4.1,21km SSE of Gracanica - Bosnia and Herzegovina
307,2015-02-28T03:16:17.810Z,41.979,13.535,17.3,4.2,2km N of Trasacco - Italy
308,2015-02-27T22:25:06.740Z,38.6868,26.4033,16.7,4,10km WNW of Karaburun - Turkey
309,2015-02-23T16:16:29.500Z,39.0574,-2.6729,7.6,4.5,12km NNE of Ossa de Montiel - Spain
310,2015-02-22T04:39:01.480Z,35.2772,27.789,13.8,4,58km ESE of Karpathos - Greece
311,2015-02-21T19:10:12.080Z,45.7301,26.6366,143.7,4.2,6km WNW of Nereju - Romania
312,2015-02-19T01:26:12.040Z,64.4954,-17.6296,8.1,4.3,119km WNW of Hofn - Iceland
313,2015-02-16T11:52:46.190Z,37.2188,30.0841,10,4.7,14km S of Kemer - Turkey
314,2015-02-14T07:50:35.200Z,35.54,21.98,10,4.3,139km S of Koroni - Greece
315,2015-02-13T21:22:56.230Z,64.6857,-17.0423,5.85,4.6,100km WNW of Hofn - Iceland
316,2015-02-10T08:56:29.860Z,37.1685,30.0058,5,4.5,20km NW of Korkuteli - Turkey
317,2015-02-10T05:31:35.170Z,34.6222,28.4337,43.96,4.2,148km SE of Karpathos - Greece
318,2015-02-10T04:01:54.880Z,36.0495,35.9713,11.8,4.4,3km S of Samandagi - Turkey
319,2015-02-10T03:18:56.660Z,64.5473,-17.6288,8.6,4.6,121km WNW of Hofn - Iceland
320,2015-02-08T05:29:03.600Z,35.5321,22.7048,54.81,4.3,81km W of Platanos - Greece
321,2015-02-07T01:56:23.370Z,41.8339,20.1526,21.31,4.6,8km NE of Kurbnesh - Albania
322,2015-02-06T08:52:28.610Z,38.7493,15.098,245.41,4.8,33km NNE of Lipari - Italy
323,2015-02-06T03:48:11.940Z,64.6159,-17.7092,7.16,4.7,120km S of Akureyri - Iceland
324,2015-02-05T16:17:47.820Z,34.8341,25.3939,16.66,4.4,28km SE of Pirgos - Greece
325,2015-02-05T06:16:46.720Z,42.7257,26.0496,10,4.2,12km ENE of Tvurditsa - Bulgaria
326,2015-02-05T03:13:13.530Z,64.5443,-17.7707,7.98,4.6,127km S of Akureyri - Iceland
327,2015-02-03T05:56:30.500Z,50.5147,34.1273,10,4.4,18km NNE of Hadyach - Ukraine
328,2015-02-02T21:34:33.140Z,64.2238,-17.993,10,4.3,103km NNE of Vik - Iceland
329,2015-02-02T04:41:04.800Z,40.3229,25.9644,9.28,4.3,14km NNE of Gokceada - Turkey
330,2015-02-01T23:38:25.400Z,36.5438,2.985,10,4.2,1km NNW of Bouinan - Algeria
331,2015-02-01T20:06:36.590Z,36.4862,3.0115,19.05,4.7,5km SSE of Bouinan - Algeria
332,2015-02-01T08:18:55.410Z,64.5182,-17.888,7.93,4.4,130km S of Akureyri - Iceland
333,2015-01-30T18:16:02.360Z,64.571,-17.6757,8.26,4.1,124km WNW of Hofn - Iceland
334,2015-01-30T00:45:49.700Z,46.41,13.14,6,4.4,4km W of Moggio Udinese - Italy
335,2015-01-29T21:45:20.160Z,64.3609,-17.7048,6.44,4.4,121km W of Hofn - Iceland
336,2015-01-29T21:22:16.780Z,64.6038,-17.56,7.19,4.3,119km WNW of Hofn - Iceland
337,2015-01-29T21:18:44.720Z,64.2117,-17.7979,8.19,4.5,107km NNE of Vik - Iceland
338,2015-01-28T22:51:59.090Z,45.6413,26.4919,127.5,4.1,18km NNE of Gura Teghii - Romania
339,2015-01-28T15:54:39.020Z,34.4562,25.0882,37,5.1,60km S of Pirgos - Greece
340,2015-01-28T01:10:42.780Z,51.5442,16.2365,5,4.3,4km NNW of Rudna - Poland
341,2015-01-26T19:24:40.110Z,64.4586,-17.959,10,4.4,127km NNE of Vik - Iceland
342,2015-01-25T18:27:19.480Z,64.5044,-17.7484,8.12,4.4,125km WNW of Hofn - Iceland
343,2015-01-25T07:56:24.680Z,34.1259,26.1964,31.38,4.1,103km SSE of Makry Gialos - Greece
344,2015-01-24T07:55:47.060Z,45.6965,26.5708,84.5,4.5,11km W of Nereju - Romania
345,2015-01-24T07:25:47.000Z,64.67,-17.46,1.1,4.6,116km SSE of Akureyri - Iceland
346,2015-01-23T18:14:21.800Z,71.4685,-12.498,7.71,4.3,149km WNW of Olonkinbyen - Svalbard and Jan Mayen
347,2015-01-23T18:07:05.510Z,64.6122,-17.6509,12.04,4.4,121km S of Akureyri - Iceland
348,2015-01-23T15:10:38.000Z,35.9818,31.0277,99,4,73km SE of Tekirova - Turkey
349,2015-01-23T10:19:42.130Z,40.065,28.587,5,4.2,22km SE of Karacabey - Turkey
350,2015-01-23T06:51:20.000Z,44.1293,11.1357,9.7,4.5,2km WSW of Castiglione dei Pepoli - Italy
351,2015-01-23T03:07:03.020Z,64.6538,-17.5206,6.63,4.6,117km SSE of Akureyri - Iceland
352,2015-01-22T19:27:46.130Z,37.4375,36.3148,6.9,4.4,15km SSW of Andirin - Turkey
353,2015-01-22T04:46:55.230Z,36.4143,26.5578,154.03,4.3,23km SE of Astypalaia - Greece
354,2015-01-22T00:03:39.120Z,64.5352,-17.6449,7.46,4.4,121km WNW of Hofn - Iceland
355,2015-01-21T19:21:16.650Z,64.5034,-17.7247,8.12,4.5,126km WNW of Hofn - Iceland
356,2015-01-21T01:30:08.700Z,42.7405,20.3708,11.49,4.4,3km N of Dubovo - Kosovo
357,2015-01-20T16:05:56.910Z,34.1931,23.6052,10,4.4,115km S of Palaiochora - Greece
358,2015-01-20T15:44:46.200Z,64.4309,-17.9079,7.96,4.3,125km NNE of Vik - Iceland
359,2015-01-20T11:57:57.080Z,64.4182,-17.7489,7.89,4.3,124km W of Hofn - Iceland
360,2015-01-20T11:22:58.190Z,64.4304,-17.9078,10,4.3,125km NNE of Vik - Iceland
361,2015-01-20T10:32:27.120Z,64.5031,-17.4205,12.54,4.7,110km WNW of Hofn - Iceland
362,2015-01-20T09:45:58.240Z,64.4333,-17.5287,7.44,4.3,113km W of Hofn - Iceland
363,2015-01-20T00:58:31.800Z,38.354,22.0792,10.4,4.3,8km NNE of Selianitika - Greece
364,2015-01-19T23:53:07.090Z,45.8756,27.1509,40,4,4km NE of Tifesti - Romania
365,2015-01-19T22:59:51.510Z,39.399,26.3202,14.9,4.1,9km N of Mantamados - Greece
366,2015-01-18T22:27:52.500Z,64.5082,-17.75,8.96,4.7,125km WNW of Hofn - Iceland
367,2015-01-18T07:35:52.290Z,64.7117,-17.2895,7.35,4.7,112km WNW of Hofn - Iceland
368,2015-01-17T01:59:42.500Z,35.047,26.686,0,4.1,43km ESE of Palaikastron - Greece
369,2015-01-17T00:42:34.970Z,39.8848,30.3955,5.5,4.3,16km NW of Eskisehir - Turkey
370,2015-01-16T17:38:22.080Z,64.6132,-17.3089,8.36,4.7,108km WNW of Hofn - Iceland
371,2015-01-15T08:57:17.350Z,64.5193,-17.5978,7.2,4.3,119km WNW of Hofn - Iceland
372,2015-01-15T07:12:00.850Z,64.6046,-17.4151,7.14,4.4,113km WNW of Hofn - Iceland
373,2015-01-15T07:10:27.000Z,64.61,-17.38,1.1,4.5,111km WNW of Hofn - Iceland
374,2015-01-13T22:48:44.000Z,35.66,27.16,17,4,17km NNW of Karpathos - Greece
375,2015-01-13T17:52:00.700Z,64.6792,-17.271,8.95,4.7,109km WNW of Hofn - Iceland
376,2015-01-13T15:00:46.580Z,64.4444,-17.9127,10,4.4,126km NNE of Vik - Iceland
377,2015-01-13T11:19:08.200Z,36.44,22.79,73,4.8,33km SSW of Asopos - Greece
378,2015-01-12T18:30:26.500Z,64.59,-17.8055,8.91,4.5,122km S of Akureyri - Iceland
379,2015-01-12T06:08:31.020Z,45.533,27.0418,17.8,4.2,1km SSW of Bordesti - Romania
380,2015-01-12T00:22:44.120Z,64.4533,-17.8284,8.19,4.5,128km W of Hofn - Iceland
381,2015-01-12T00:18:04.690Z,64.4568,-17.5386,6.95,4.7,114km WNW of Hofn - Iceland
382,2015-01-11T05:27:37.220Z,64.7278,-17.3729,6.99,4.5,111km SSE of Akureyri - Iceland
383,2015-01-10T19:27:22.650Z,69.7344,-15.7073,10,4.3,251km ESE of Ittoqqortoormiit - Greenland
384,2015-01-10T18:23:41.150Z,64.5642,-17.4362,8.14,4.7,112km WNW of Hofn - Iceland
385,2015-01-10T16:12:59.000Z,64.3318,-17.6445,10,4.3,118km W of Hofn - Iceland
386,2015-01-10T14:00:01.500Z,35.33,26.19,14,4.4,15km NNW of Palaikastron - Greece
387,2015-01-10T04:32:09.210Z,38.1695,27.0455,6.17,4,11km SW of Cumaovasi - Turkey
388,2015-01-08T18:47:12.930Z,64.5611,-17.773,9.46,5.1,126km S of Akureyri - Iceland
389,2015-01-08T18:44:46.400Z,37.0948,36.8433,8.8,4.2,12km SE of Nurdagi - Turkey
390,2015-01-08T15:43:09.570Z,64.6034,-17.4501,10.28,4.6,114km WNW of Hofn - Iceland
391,2015-01-07T11:10:30.110Z,64.7119,-17.5784,8.71,4.6,110km SSE of Akureyri - Iceland
392,2015-01-06T22:16:44.460Z,36.9697,34.3995,5.4,4.3,27km NW of Mercin - Turkey
393,2015-01-06T15:42:58.690Z,71.4492,-3.4666,10,4.2,197km ENE of Olonkinbyen - Svalbard and Jan Mayen
394,2015-01-06T13:36:22.440Z,64.4833,-17.8341,8.34,4.4,129km WNW of Hofn - Iceland
395,2015-01-06T09:23:32.450Z,71.551,-3.3021,10,4.3,206km ENE of Olonkinbyen - Svalbard and Jan Mayen
396,2015-01-05T21:53:20.810Z,64.637,-17.7023,7.07,5,118km S of Akureyri - Iceland
397,2015-01-05T11:54:00.900Z,34.96,26.35,4,4.5,28km SSE of Palaikastron - Greece
398,2015-01-04T23:29:31.090Z,64.5932,-17.795,7.94,4.5,122km S of Akureyri - Iceland
399,2015-01-04T19:40:38.090Z,45.5605,26.4225,119.3,4.3,8km N of Gura Teghii - Romania
400,2015-01-04T07:49:42.270Z,64.5993,-17.6711,6.29,4.5,122km S of Akureyri - Iceland
401,2015-01-04T00:36:49.890Z,64.6207,-17.7074,5.21,4.2,119km S of Akureyri - Iceland
402,2015-01-03T12:01:13.660Z,64.6488,-17.7668,7.07,4.3,116km S of Akureyri - Iceland
403,2015-01-03T04:46:56.840Z,64.539,-17.9831,7.53,4.3,127km S of Akureyri - Iceland
404,2015-01-03T03:39:35.000Z,45.7819,26.6671,75.8,4.2,3km W of Paltin - Romania
405,2015-01-03T00:32:30.350Z,64.4571,-17.5692,7.35,4.6,116km WNW of Hofn - Iceland
406,2015-01-03T00:29:12.730Z,64.4415,-17.795,10.52,4.4,126km W of Hofn - Iceland
407,2015-01-02T18:29:28.750Z,34.279,24.8675,25.25,4,84km SSW of Pirgos - Greece
408,2015-01-02T17:39:09.740Z,64.6123,-17.8717,9.84,4.5,119km S of Akureyri - Iceland
409,2015-01-02T08:31:34.330Z,39.8644,15.5045,281.68,4.2,21km SSE of Camerota - Italy
410,2015-01-02T06:16:28.100Z,37.38,20.32,5,4.4,58km SW of Mouzaki - Greece
411,2015-01-02T06:03:12.430Z,34.2906,23.5404,31.59,4,105km S of Palaiochora - Greece
412,2015-01-01T19:48:04.650Z,41.5109,14.3239,318.14,4.2,2km WNW of Roccamandolfi - Italy
413,2015-01-01T14:43:16.810Z,64.5448,-17.5205,7.76,4.4,116km WNW of Hofn - Iceland
414,2015-01-01T12:30:12.710Z,64.5274,-17.7008,10,4.2,124km WNW of Hofn - Iceland
415,2015-01-01T00:36:10.240Z,64.6073,-17.6866,5.71,4.3,121km S of Akureyri - Iceland
416,2014-12-31T16:41:17.710Z,34.2103,24.9872,21.74,4.1,88km S of Pirgos - Greece
417,2014-12-31T14:40:40.400Z,64.73,-17.0797,8.84,4.4,104km WNW of Hofn - Iceland
418,2014-12-31T04:49:58.200Z,38.19,22.51,20,4.3,10km NE of Dhervenion - Greece
419,2014-12-30T20:54:16.340Z,64.4784,-17.6649,7.91,4.6,121km WNW of Hofn - Iceland
420,2014-12-30T00:11:14.010Z,64.628,-17.7035,8.9,5,119km S of Akureyri - Iceland
421,2014-12-29T20:34:11.570Z,41.7007,19.2785,7.01,5,25km S of Ulcinj - Montenegro
422,2014-12-29T14:32:28.130Z,64.5559,-17.8226,7.79,4.4,126km S of Akureyri - Iceland
423,2014-12-29T08:06:22.860Z,38.8902,26.277,12.1,4.4,12km SW of Plomarion - Greece
424,2014-12-29T00:56:01.990Z,67.296,-18.8387,10,4.5,127km N of Siglufjordur - Iceland
425,2014-12-28T23:18:50.280Z,67.3032,-18.7351,10,4.5,128km N of Siglufjordur - Iceland
426,2014-12-28T22:43:35.600Z,67.0719,-18.9924,10,4.2,102km N of Siglufjordur - Iceland
427,2014-12-28T21:43:38.000Z,39.2918,16.3583,11.1,4.6,1km E of Spezzano Piccolo - Italy
428,2014-12-28T07:24:01.070Z,64.5981,-17.8775,7.05,4.4,121km S of Akureyri - Iceland
429,2014-12-28T05:40:02.300Z,39.361,21.4835,3.7,4.1,15km SW of Pyli - Greece
430,2014-12-27T14:49:37.200Z,64.5541,-17.534,8.99,4.5,117km WNW of Hofn - Iceland
431,2014-12-27T05:37:20.370Z,64.443,-17.9235,9.14,4.4,126km NNE of Vik - Iceland
432,2014-12-26T17:55:18.140Z,36.5237,3.0667,14.26,5.1,2km SSW of Bougara - Algeria
433,2014-12-25T22:53:26.840Z,64.5553,-17.2888,7.17,5,105km WNW of Hofn - Iceland
434,2014-12-25T11:02:08.600Z,64.5328,-17.7517,9.14,4.3,126km WNW of Hofn - Iceland
435,2014-12-25T02:41:29.770Z,64.5925,-17.7572,7.08,4.6,122km S of Akureyri - Iceland
436,2014-12-24T18:55:26.720Z,64.5975,-17.5547,7.55,4.4,119km WNW of Hofn - Iceland
437,2014-12-24T18:11:35.720Z,35.7435,30.3332,7.8,4.1,63km SSE of Demre - Turkey
438,2014-12-24T15:41:21.680Z,43.2808,20.8279,10,4.3,19km N of Leposavic - Kosovo
439,2014-12-24T11:40:10.990Z,41.698,14.957,17.6,4.4,1km NNW of San Giuliano di Puglia - Italy
440,2014-12-24T02:06:32.780Z,64.5946,-18.0605,10,4.3,121km S of Akureyri - Iceland
441,2014-12-23T22:23:48.060Z,64.6315,-17.505,6.65,4.5,118km WNW of Hofn - Iceland
442,2014-12-23T11:35:40.210Z,64.5799,-17.6891,7.83,4.4,124km S of Akureyri - Iceland
443,2014-12-23T08:59:04.720Z,36.4956,3.0527,13.43,4.7,5km SSW of Bougara - Algeria
444,2014-12-23T08:00:21.800Z,36.4924,3.0247,7.29,4.9,5km SE of Bouinan - Algeria
445,2014-12-22T23:49:26.130Z,64.5698,-17.8583,8.26,4.3,124km S of Akureyri - Iceland
446,2014-12-22T17:42:43.060Z,64.5503,-17.4904,10,4.6,114km WNW of Hofn - Iceland
447,2014-12-22T13:25:07.900Z,64.4792,-17.6598,11.24,4.5,121km WNW of Hofn - Iceland
448,2014-12-21T20:48:10.400Z,64.0856,-17.9798,6.86,4.5,90km NE of Vik - Iceland
449,2014-12-21T17:59:13.000Z,34.38,25.07,10,4.2,69km S of Pirgos - Greece
450,2014-12-21T17:53:57.880Z,36.576,2.9621,21.4,4.4,4km E of Boufarik - Algeria
451,2014-12-21T16:12:14.180Z,64.4814,-17.7584,7.99,4.2,125km WNW of Hofn - Iceland
452,2014-12-21T01:08:19.450Z,64.5682,-17.8581,6.19,4.3,124km S of Akureyri - Iceland
453,2014-12-20T13:12:42.650Z,64.4433,-17.6361,8.05,4.5,119km WNW of Hofn - Iceland
454,2014-12-20T12:40:56.230Z,64.6349,-17.184,9.46,4.6,104km WNW of Hofn - Iceland
455,2014-12-19T22:40:32.600Z,39.328,22.602,19.7,4.2,14km WSW of Velestinon - Greece
456,2014-12-19T17:17:56.010Z,36.8715,20.5463,20.77,4.3,97km WSW of Filiatra - Greece
457,2014-12-19T11:06:05.130Z,36.544,2.9827,10,4.6,1km NNW of Bouinan - Algeria
458,2014-12-19T08:12:48.800Z,64.578,-17.8509,7.94,4.5,123km S of Akureyri - Iceland
459,2014-12-19T03:49:01.090Z,64.4206,-17.8534,7.25,4.3,125km NNE of Vik - Iceland
460,2014-12-18T22:18:22.660Z,64.476,-17.4174,7.87,4.4,109km WNW of Hofn - Iceland
461,2014-12-18T11:57:06.760Z,64.5405,-17.3566,10,4.5,108km WNW of Hofn - Iceland
462,2014-12-17T13:58:50.390Z,64.5909,-17.7629,8.17,5.3,122km S of Akureyri - Iceland
463,2014-12-16T18:57:05.030Z,64.5156,-17.7839,5.7,4.4,127km WNW of Hofn - Iceland
464,2014-12-16T15:02:35.820Z,36.4425,3.013,15.36,4,10km S of Bouinan - Algeria
465,2014-12-16T09:02:13.760Z,40.148,27.074,8.8,4.4,12km N of Can - Turkey
466,2014-12-15T09:26:54.210Z,64.6066,-17.1993,10,5.4,103km WNW of Hofn - Iceland
467,2014-12-15T07:08:50.010Z,64.3998,-17.969,10,4.4,121km NNE of Vik - Iceland
468,2014-12-14T14:33:31.850Z,40.4602,15.0133,299.6,4.2,6km NW of Capaccio - Italy
469,2014-12-14T04:11:15.350Z,64.4346,-17.7925,7.31,4.2,126km W of Hofn - Iceland
470,2014-12-14T03:59:59.260Z,64.5031,-17.6839,5.8,4.4,122km WNW of Hofn - Iceland
471,2014-12-13T21:09:42.690Z,36.8457,20.6584,25.19,4,88km WSW of Filiatra - Greece
472,2014-12-13T18:31:51.850Z,64.5328,-17.8388,6.56,4.8,128km S of Akureyri - Iceland
473,2014-12-13T16:21:30.310Z,64.5013,-17.412,8.36,4.3,109km WNW of Hofn - Iceland
474,2014-12-13T05:21:35.150Z,64.678,-17.3649,5.91,4.7,114km WNW of Hofn - Iceland
475,2014-12-13T02:34:22.680Z,64.532,-17.4948,6.89,4.5,114km WNW of Hofn - Iceland
476,2014-12-12T08:25:38.080Z,45.7388,26.7849,120.1,4,3km WSW of Andreiasu de Jos - Romania
477,2014-12-12T05:52:49.010Z,64.6025,-17.3943,7.45,4.5,112km WNW of Hofn - Iceland
478,2014-12-12T05:24:12.000Z,37.1457,28.8002,7.6,4.1,32km S of Kale - Turkey
479,2014-12-12T00:38:16.240Z,64.6827,-17.5125,8.38,4.8,114km SSE of Akureyri - Iceland
480,2014-12-11T22:24:23.400Z,38.3932,20.413,18.2,4.6,21km N of Lixourion - Greece
481,2014-12-11T16:15:28.000Z,64.4971,-17.8907,6.89,4.5,132km WNW of Hofn - Iceland
482,2014-12-11T12:40:24.960Z,64.5267,-17.8876,7.7,4.6,129km S of Akureyri - Iceland
483,2014-12-11T05:30:04.400Z,36.6368,20.934,0,4.2,71km WSW of Methoni - Greece
484,2014-12-11T01:12:37.230Z,71.6868,-2.543,10,4.4,236km ENE of Olonkinbyen - Svalbard and Jan Mayen
485,2014-12-10T19:58:38.090Z,64.4472,-17.6835,10.37,4.6,121km WNW of Hofn - Iceland
486,2014-12-10T13:13:04.610Z,38.2957,22.0967,73.68,4.1,5km NNE of Aigion - Greece
487,2014-12-09T18:00:08.250Z,64.5777,-17.3904,13.47,4.9,111km WNW of Hofn - Iceland
488,2014-12-09T10:04:02.130Z,64.1171,-18.188,10,4.2,88km NNE of Vik - Iceland
489,2014-12-09T00:07:04.070Z,64.6154,-17.1813,6.75,4.5,103km WNW of Hofn - Iceland
490,2014-12-08T20:57:49.610Z,64.3782,-17.9638,7.24,4.6,118km NNE of Vik - Iceland
491,2014-12-07T21:04:05.010Z,45.9073,27.1727,38.3,4.6,5km WNW of Marasheshty - Romania
492,2014-12-07T15:10:44.660Z,64.6415,-17.884,10,4.5,116km S of Akureyri - Iceland
493,2014-12-07T10:38:17.830Z,64.6861,-17.1789,9.24,4.6,106km WNW of Hofn - Iceland
494,2014-12-07T02:15:42.650Z,64.4944,-17.8297,7.13,4.2,129km WNW of Hofn - Iceland
495,2014-12-06T06:20:53.000Z,38.8955,26.2693,13.4,4.9,12km SW of Plomarion - Greece
496,2014-12-06T01:45:06.760Z,38.894,26.272,12.4,5.1,12km SW of Plomarion - Greece
497,2014-12-05T21:04:58.260Z,64.5545,-17.3112,0.2,5.4,106km WNW of Hofn - Iceland
498,2014-12-05T03:03:54.320Z,64.5866,-17.7948,7.44,4.5,123km S of Akureyri - Iceland
499,2014-12-04T22:44:52.590Z,64.3138,-17.9467,7.98,4.4,112km NNE of Vik - Iceland
500,2014-12-04T21:16:29.300Z,38.6145,26.1205,16.2,4.4,14km NW of Oinoussai - Greece
501,2014-12-04T15:45:02.070Z,64.3644,-17.7781,4.34,4.4,121km NNE of Vik - Iceland
502,2014-12-04T05:35:23.380Z,35.8997,29.1858,20.4,4.1,45km SSW of Kalkan - Turkey
503,2014-12-04T03:28:16.340Z,64.4979,-17.5452,7.61,4.5,116km WNW of Hofn - Iceland
504,2014-12-04T00:32:30.920Z,64.3648,-17.8137,6.88,4.3,121km NNE of Vik - Iceland
505,2014-12-03T03:48:44.740Z,64.5328,-17.5075,7.47,4.5,115km WNW of Hofn - Iceland
506,2014-12-02T17:19:29.020Z,64.5363,-17.4899,7.1,4.5,114km WNW of Hofn - Iceland
507,2014-12-02T02:18:28.000Z,64.666,-17.487,2.5,5.3,116km SSE of Akureyri - Iceland
508,2014-12-01T22:48:06.510Z,34.9899,26.7118,23.68,4.1,48km ESE of Palaikastron - Greece
509,2014-12-01T19:55:27.910Z,64.5506,-17.8489,10,4.6,126km S of Akureyri - Iceland
510,2014-12-01T14:29:20.970Z,64.4083,-17.7963,7.37,4.3,125km NNE of Vik - Iceland
511,2014-12-01T12:52:35.060Z,64.5267,-17.5999,6.09,5.4,119km WNW of Hofn - Iceland
512,2014-12-01T05:25:14.950Z,64.6464,-17.4698,8.02,4.4,117km WNW of Hofn - Iceland
513,2014-11-30T18:42:12.230Z,64.3676,-17.5914,9.66,4.7,116km W of Hofn - Iceland
514,2014-11-30T16:28:14.500Z,51.26,19.07,10,4.5,8km SSW of Szczercow - Poland
515,2014-11-30T09:34:25.800Z,44.57,9.43,12,4,3km NNW of Santo Stefano d'Aveto - Italy
516,2014-11-30T08:11:34.870Z,64.5769,-17.8098,5.49,4.6,124km S of Akureyri - Iceland
517,2014-11-30T04:16:42.110Z,64.4985,-17.7965,8.66,4.4,127km WNW of Hofn - Iceland
518,2014-11-30T03:58:33.360Z,64.5241,-17.6598,6.77,4.4,122km WNW of Hofn - Iceland
519,2014-11-29T21:16:29.450Z,64.5713,-17.6306,6.1,4.2,122km WNW of Hofn - Iceland
520,2014-11-29T11:19:30.240Z,64.5163,-17.1688,8.84,4.6,99km WNW of Hofn - Iceland
521,2014-11-29T01:51:53.910Z,64.4219,-17.3325,8.37,4.5,104km WNW of Hofn - Iceland
522,2014-11-28T23:25:38.690Z,64.4282,-17.626,9.08,4.6,118km W of Hofn - Iceland
523,2014-11-28T22:52:44.470Z,64.5205,-17.8026,8.49,4.5,128km WNW of Hofn - Iceland
524,2014-11-28T19:13:38.030Z,64.5419,-17.8743,7.61,4.5,127km S of Akureyri - Iceland
525,2014-11-28T13:03:38.660Z,64.4592,-17.1501,8.01,4.3,96km WNW of Hofn - Iceland
526,2014-11-28T06:14:00.350Z,64.6405,-17.4009,9.26,4.8,114km WNW of Hofn - Iceland
527,2014-11-28T02:30:07.600Z,39.32,28.99,10,4.5,23km W of Emet - Turkey
528,2014-11-27T08:06:28.810Z,64.4191,-17.7578,4.08,4.3,124km W of Hofn - Iceland
529,2014-11-27T00:35:13.790Z,64.5926,-17.6169,8.03,4.5,122km WNW of Hofn - Iceland
530,2014-11-26T18:53:14.330Z,64.5339,-17.671,10,4.6,122km WNW of Hofn - Iceland
531,2014-11-26T13:14:28.600Z,64.5371,-17.6855,7.68,4.6,123km WNW of Hofn - Iceland
532,2014-11-26T05:05:33.550Z,36.9626,27.8015,10,4.1,27km NNE of Datca - Turkey
533,2014-11-26T00:04:47.000Z,39.3408,29.0512,2.3,4.1,17km W of Emet - Turkey
534,2014-11-25T23:26:23.420Z,64.5263,-17.5383,7.36,4.5,116km WNW of Hofn - Iceland
535,2014-11-25T13:14:28.900Z,64.5767,-17.8994,7.97,4.2,123km S of Akureyri - Iceland
